libelle_fr,libelle_ar,year,value,city,base_year
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2021,116.7,casablanca,2017
Loisirs et culture,الترفيه والثقافة,2021,100.4,beni_mellal,2017
Services hospitaliers,الخدمات الإستشفائية,2019,100.0,dakhla,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2016,94.1,oujda,2006
Soins corporels,العناية بالجسد,2018,121.0,guelmim,2006
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2016,89.0,safi,2006
Soins corporels,العناية بالجسد,2016,126.7,tetouan,2006
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2020,101.5,al_hoceima,2017
Services de restauration,خدمات المطاعم,2018,123.6,tanger,2006
Services de transport,خدمات النقل,2020,108.9,beni_mellal,2017
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2020,100.0,agadir,2017
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2021,99.9,beni_mellal,2017
Appareils ménagers,الأجهزة المنزلية,2019,103.9,guelmim,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2018,118.5,rabat,2006
Services de restauration,خدمات المطاعم,2021,102.3,errachidia,2017
Articles d'habillement et chaussures,الملابس والأحذية,2019,101.7,casablanca,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2021,97.6,al_hoceima,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2021,103.6,agadir,2017
Boissons alcoolisées,المشروبات الكحولية,2018,154.7,meknes,2006
Biens et services divers,مواد وخدمات اخرى,2016,116.4,meknes,2006
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2018,89.3,beni_mellal,2006
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2017,120.9,al_hoceima,2006
Services d'hébergement,خدمات الإيواء,2019,114.8,agadir,2017
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2016,224.6,fes,2006
Services financiers,الخدمات المالية,2020,100.0,guelmim,2017
Restaurants et hôtels,مطاعم وفنادق,2018,100.9,marrakech,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2017,94.7,al_hoceima,2006
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2021,102.6,beni_mellal,2017
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2016,105.6,settat,2006
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2016,107.6,safi,2006
Soins corporels,العناية بالجسد,2016,113.5,agadir,2006
Appareils ménagers,الأجهزة المنزلية,2018,95.5,settat,2006
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2017,174.8,guelmim,2006
Enseignement supérieur,التعليم العالي,2018,145.9,fes,2006
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2019,108.4,dakhla,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2018,100.0,errachidia,2017
Communications,المواصلات,2017,59.7,meknes,2006
Loisirs et culture,الترفيه والثقافة,2016,90.6,dakhla,2006
Assurance,التأمين,2021,103.4,casablanca,2017
Transport,النقل,2018,103.2,al_hoceima,2017
Loyers effectifs,الكراء الفعلي,2018,107.4,guelmim,2006
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2017,156.5,tanger,2006
Enseignement secondaire,التعليم الثانوي,2018,144.5,meknes,2006
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2021,104.1,al_hoceima,2017
Articles d'habillement,الملابس,2017,117.2,fes,2006
Boissons non alcoolisées,المشروبات غير الكحولية,2016,120.3,safi,2006
Restaurants et hôtels,مطاعم وفنادق,2016,145.1,kenitra,2006
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2016,110.6,beni_mellal,2006
Entretien et réparation des logements,صيانة وإصلاح المساكن,2021,108.3,beni_mellal,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2021,103.7,dakhla,2017
Services de transport,خدمات النقل,2018,100.4,fes,2017
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2018,87.4,tanger,2006
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2018,100.6,rabat,2017
Chaussures,الأحذية,2018,131.2,casablanca,2006
Articles de ménage en textiles,مواد منزلية من النسيج,2017,100.9,rabat,2006
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2019,100.0,dakhla,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2016,110.3,oujda,2006
Variation (en %),نسبة التغـيـر (%),2018,1.2,errachidia,2017
Services d'hébergement,خدمات الإيواء,2019,107.4,dakhla,2017
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2020,107.1,dakhla,2017
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2020,111.0,fes,2017
Loyers effectifs,الكراء الفعلي,2018,101.8,marrakech,2017
Appareils ménagers,الأجهزة المنزلية,2018,100.0,marrakech,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2016,105.3,agadir,2006
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2021,114.3,marrakech,2017
Restaurants et hôtels,مطاعم وفنادق,2017,140.3,beni_mellal,2006
Variation (en %),نسبة التغـيـر (%),2016,1.9,meknes,2006
Services de transport,خدمات النقل,2019,101.3,fes,2017
Biens et services divers,مواد وخدمات اخرى,2017,116.8,meknes,2006
Tabac,التبغ,2018,142.4,beni_mellal,2006
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2016,128.6,al_hoceima,2006
Services d'hébergement,خدمات الإيواء,2020,103.1,guelmim,2017
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2016,53.4,meknes,2006
Biens et services divers,مواد وخدمات اخرى,2018,124.3,tetouan,2006
Services de restauration,خدمات المطاعم,2019,112.3,dakhla,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2017,94.1,settat,2006
Services financiers,الخدمات المالية,2021,101.6,al_hoceima,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2017,95.8,fes,2006
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2021,104.5,meknes,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2020,121.5,errachidia,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2021,106.1,kenitra,2017
Boissons alcoolisées,المشروبات الكحولية,2021,103.5,fes,2017
Restaurants et hôtels,مطاعم وفنادق,2019,101.7,al_hoceima,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2018,100.0,guelmim,2017
Variation (en %),نسبة التغـيـر (%),2021,2.0,beni_mellal,2017
Enseignement supérieur,التعليم العالي,2018,162.7,settat,2006
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2021,102.3,al_hoceima,2017
Variation (en %),نسبة التغـيـر (%),2021,1.1,agadir,2017
Articles d'habillement et chaussures,الملابس والأحذية,2018,101.9,beni_mellal,2017
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2016,58.8,safi,2006
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2021,126.5,beni_mellal,2017
Services postaux,خدمات بريدية,2018,100.0,meknes,2017
Communications,المواصلات,2018,60.5,tanger,2006
Services ambulatoires,الخدمات الإسعافية,2017,120.9,settat,2006
Forfaits touristiques,الواجبات السياحية الجزافية,2018,100.0,dakhla,2006
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2020,107.2,fes,2017
Transport,النقل,2019,103.1,errachidia,2017
Indice général,الرقم الإستدلالي العام,2016,115.3,oujda,2006
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2016,113.8,settat,2006
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2018,104.1,kenitra,2017
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2021,106.0,fes,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2019,100.2,kenitra,2017
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2018,100.0,agadir,2017
Services de transport,خدمات النقل,2016,110.5,fes,2006
Services postaux,خدمات بريدية,2018,100.0,al_hoceima,2017
Articles d'habillement,الملابس,2018,101.3,dakhla,2017
Services postaux,خدمات بريدية,2021,100.0,kenitra,2017
Assurance,التأمين,2021,103.9,kenitra,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2019,100.0,errachidia,2017
Transport,النقل,2018,102.5,errachidia,2017
Santé,الصحة,2018,98.0,safi,2006
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2020,100.1,marrakech,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2018,127.9,meknes,2006
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2016,152.1,agadir,2006
Services d'hébergement,خدمات الإيواء,2018,120.2,marrakech,2006
Soins corporels,العناية بالجسد,2017,119.9,settat,2006
Forfaits touristiques,الواجبات السياحية الجزافية,2019,105.3,meknes,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2018,100.3,marrakech,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2019,98.8,marrakech,2017
Services de transport,خدمات النقل,2016,106.3,safi,2006
